y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
0.585,0.643,0.651,1.294,0.537,0.382,0.991,0.484,-1.525,-0.194,-0.24,1.18,0.705,1.267,1.25,-0.529,-1.111,2.352,-2.288,0.047,0.643,-1.682,-1.402,-0.306,-1.468,-0.646,0.755,1.701,-0.081,0.421,-0.641,-1.679,-1.766,-1.201,-0.728,0.068,-1.954
0.591,1.091,2.143,1.265,1.059,0.308,1.376,1.05,1.935,0.292,-0.417,2.117,-0.056,1.23,5.311,3.561,1.339,3.813,-1.725,0.071,-0.201,1.037,0.588,0.434,1.763,0.382,2.539,0.031,0.57,-1.01,1.507,0.617,0.134,1.592,0.783,1.752,0.691
2.721,1.029,1.801,0.572,1.101,1.621,0.802,3.98,1.401,2.087,-0.599,1.217,0.036,-0.688,-0.535,3.602,-0.179,1.61,4.996,0.294,1.306,0.323,-0.909,-1.626,-0.008,0.098,-0.982,-0.519,2.239,1.668,0.948,0.611,1.039,0.366,-0.022,0.582,1.52
-1.064,-0.526,0.142,0.42,-1.024,-1.095,-0.716,-1.714,0.364,-0.376,1.117,0.001,0.783,1.761,1.109,1.631,-0.523,-0.289,-0.839,-0.058,0.657,0.751,0.846,1.221,0.386,0.676,-0.518,0.295,0.936,0.469,1.226,0.263,-0.883,0.991,-0.542,-1.096,1.785
-0.826,1.484,-0.73,-0.123,1.096,1.889,1.032,1.47,2.364,1.254,0.343,-0.914,0.328,-1.54,0.025,3.123,0.169,-2.83,-9.728,0.053,0.308,-2.302,-0.729,0.595,0.132,-0.238,-0.577,-2.361,-0.283,-0.034,0.168,-0.933,0.348,1.106,0.59,0.953,0.782
0.211,1.062,-0.392,-0.274,0.427,-0.116,0.161,-0.55,-1.213,0.046,0.144,0.978,-0.141,0.932,2,2.233,-0.008,-1.18,-2.954,-0.118,-0.702,1.47,1.157,0.769,-0.311,0.445,-0.031,0.595,-0.469,1.499,1.1,0.399,0.181,0.952,-0.634,-0.317,1.07
1.676,0.466,1.606,0.707,0.348,-0.393,0.245,-0.995,1.302,-0.699,0.709,-0.096,0.933,1.554,2.928,0.133,-1.204,-0.297,0.748,-0.334,-2.218,0.791,2.559,0.681,-0.218,1.061,1.455,-1.108,-0.893,2.302,-0.631,-0.094,0.299,-0.884,-0.555,-0.188,0.154
0.581,-0.065,-0.314,0.952,1.076,0.833,-0.761,1.425,-0.374,0.463,0.33,0.445,1.887,0.136,0.416,2.578,0.134,-5.831,-0.755,0.134,0.782,-0.215,-1.207,-1.778,-2.219,-0.877,-1.016,0.196,0.791,-0.953,2.105,0.801,2.065,0.226,-1.272,-0.5,1.374
1.074,0.266,-0.591,-1.234,-0.234,-0.977,0.033,-2.688,0.27,-0.101,-0.105,-0.688,-0.553,-0.556,1.063,-0.723,0.231,0.591,-1.738,-0.163,-0.244,1.39,0.68,0.521,2.057,-0.369,0.37,0.756,1.994,1.261,1.745,2.081,-0.067,-0.016,-0.49,-0.723,-0.014
-0.735,-2.067,-1.191,-0.495,-0.644,0.063,-0.061,-0.375,-2.353,0.016,0.98,0.056,-1.552,-0.166,-3.133,-2.329,0.348,-2.152,-2.901,-0.165,-0.74,-0.919,-0.138,0.989,0.461,-0.844,0.238,-0.696,-0.306,0.358,-1.14,0.283,-2.834,0.397,-0.201,-1.848,-1.813
-0.323,-0.624,-0.125,-0.528,-0.953,-0.955,0.594,-1.088,-2.48,0.741,-0.96,-1.612,-0.594,0.255,-0.58,-3.066,-0.425,-1.701,-1.919,-0.01,-0.291,-1.172,-1.08,0.36,-1.149,-1.027,-1.381,-1.293,2.151,-1.079,-1.141,2.315,-0.91,0.062,-1.822,-0.288,-1.154
0.961,-0.833,-0.471,1.381,0.533,-0.404,-0.025,-0.788,0.95,-0.682,-0.692,0.902,0.074,-0.66,0.461,-4.475,0.048,-4.966,3.172,-0.124,-0.579,-1.174,-0.145,1.17,0.435,-0.172,1.818,0.913,2.485,1.379,0.894,0.168,0.277,-1.226,0.751,-0.51,-2.208
-0.027,1.642,2.926,0.785,0.737,1.623,1.614,1.426,0.733,1.891,0.599,-1.708,-1.349,1.006,0.076,-1.281,0.222,0.996,-0.289,0.143,-1.562,-0.682,1.807,1.49,0.209,-0.28,0.692,-0.458,1.089,1.562,1.622,0.331,0.58,-0.229,-1.279,1,0.33
1.126,1.849,0.337,1.047,-0.24,0.552,0.388,0.52,0.543,1.307,-0.429,-0.649,0.236,-0.576,-1.535,1.269,-0.564,-2.035,5.506,0.064,0.58,1.381,0.995,-1.206,-0.283,0.96,-0.837,0.764,0.176,0.653,1.005,0.34,0.925,1.003,0.859,0.25,-0.159
0.009,-0.664,-0.226,0.375,-0.44,0.335,-1.292,0.278,-0.294,-0.629,-0.374,1.134,-1.953,-0.919,-1.059,-0.827,-0.311,-1.738,-3.114,-0.173,0.593,-2.222,-1.827,-0.007,-0.507,-0.294,1.33,-0.809,-1.383,-2.272,-0.262,0.284,-1.41,-0.089,0.137,-0.605,0.745
0.096,0.566,0.133,0.606,0.551,3.474,-0.025,2.552,1.511,-0.191,-0.022,-0.503,1.191,1.812,3.553,4.094,0.927,-1.608,0.413,0.072,0.647,0.183,0.693,-0.352,0.416,0.349,-0.021,0.68,0.551,1.151,0.385,0.853,-0.869,1.157,0.988,-0.161,1.294
-0.725,-0.321,-1.606,0.12,-1.612,-1.447,-0.679,-3.753,-0.003,-1.171,-0.857,-0.054,-0.754,0.732,-0.411,-1.417,0.032,-1.208,0.869,0.053,-0.837,-0.126,0.232,-0.443,-0.914,0.294,0.761,0.097,-0.654,-0.268,1.233,0.565,0.79,-1.199,-0.391,-0.004,-0.169
-0.157,-1.346,0.432,-0.846,-0.066,0.057,0.628,-0.012,-1.002,1.725,0.767,1.236,0.93,2.044,2.928,0.309,0.055,3.168,9.426,0.122,0.473,0.882,0.815,-2.223,-0.463,-0.674,-0.658,0.453,0.964,-0.359,0.093,1.193,-0.501,-0.151,0.798,0.37,-0.53
0.717,0.019,1.471,0.138,0.864,-1.484,-0.753,0.635,2.365,0.209,-0.468,-0.779,-0.1,-1.103,-1.012,-1.074,0.187,-1.099,0.894,0.117,1.625,-0.435,-0.652,1.15,1.286,-0.887,-0.235,-0.351,-0.556,0.933,1.147,-1.622,-0.277,-1.236,0.628,-2.171,-1.269
-0.955,0.25,0.019,-1.47,0.529,0.221,0.413,-0.562,-0.461,-0.044,1.735,2.456,1.199,1.663,-0.33,2.394,0.958,-3.526,3.718,-0.198,-0.225,1.769,1.013,-0.381,2.617,2.174,-0.52,0.675,3.354,0.788,1.961,-0.733,1.416,0.287,2.014,0.937,1.488
0.926,0.448,1.458,0.729,0.055,0.56,0.812,1.966,0.854,0.554,0.137,0.968,-0.561,1.782,1.968,2.152,-0.108,2.036,4.908,-0.065,-0.482,1.464,0.455,1.76,-0.909,0.89,0.626,-1.283,-1.133,-0.656,0.923,0.583,0.905,0.276,-1.798,-1.197,-0.165
-0.041,0.589,-0.683,0.14,-0.564,-1.475,0.825,2.46,-0.237,0.417,0.353,1.572,0.949,0.481,-1.248,-1.421,-0.846,-4.351,-1.899,-0.128,0.909,0.641,-0.224,1.554,0.371,0.817,0.904,1.103,1.338,0.764,0.831,-1.192,1.074,0.526,-0.43,0.375,0.164
1.594,0.026,1.423,1.192,1.667,2.226,1.07,1.114,1.374,2.295,-0.312,-0.095,0.407,2.87,1.371,0.401,0.549,7.338,3.541,0.314,1.172,1.028,0.353,1.365,0.573,0.842,0.749,0.815,0.288,1.442,0.617,0.103,-0.417,0.746,1.057,-0.967,3.166
-1.115,-0.392,-1.038,-0.014,-1.175,-0.354,0.341,-1.493,0.895,-1.205,-1.112,-2.437,-0.691,-0.553,-0.509,2.911,-1.039,-0.334,-3.721,-0.258,-0.156,0.134,0.45,-0.556,-0.554,0.185,-0.97,0.424,0.753,0.684,1.366,-0.483,-0.011,-0.415,0.641,-1.556,-0.295
-1.161,-0.688,1.517,-0.742,0.369,0.107,-0.476,1.798,-1.745,0.9,-1.078,0.234,0.188,0.437,-0.3,2.597,0.057,-0.943,-10.437,-0.276,-0.031,-0.985,1.418,1.059,-0.766,0.029,0.679,1.308,-0.062,-1.101,-1.049,-0.619,-0.781,0.943,-0.252,0.014,-0.737
0.019,-0.682,-0.703,-0.181,-1.031,-0.52,0.199,-0.079,0.323,-0.275,-0.614,-1.614,-0.753,0.819,0.043,3.489,-0.068,-2.335,-0.136,-0.001,-0.3,-0.269,-2.278,0.66,-1.641,-2.445,-1.101,-3.377,-1.943,-2.579,-1.066,-1.373,-0.818,-0.589,0.407,-1.08,-1.08
0.533,-0.302,1.362,2.482,1.231,0.881,0.886,-0.987,0.874,-0.366,1.587,1.098,-0.121,1.45,2.208,-2.671,-0.026,-4.153,2.384,0.418,1.011,-0.167,0.491,-0.62,0.645,0.351,-0.509,-0.306,3.776,0.718,-0.374,1.827,-0.598,1.501,1.985,0.187,0.329
1.284,0.731,-0.657,-0.278,0.627,1.861,1.769,0.57,-0.559,1.766,0.83,0.493,1.083,1.318,0.432,2.586,0.806,-0.35,2.065,0.086,-0.929,0.549,1.199,0.34,1.399,-0.174,0.322,1.466,-0.969,0.571,0.911,0.739,1.852,0.988,1.191,-0.008,1.084
0.89,0.362,-0.087,0.407,-0.99,1.268,-0.682,0.75,-1.637,-1.522,1.486,0.696,0.437,-0.98,-1.468,-1.508,0.21,2.39,-0.566,-0.01,0.604,0.332,0.762,0.544,0.419,1.049,1.367,2.169,1.323,0.521,0.77,0.431,2.241,1.381,1.074,1.07,2.248
-0.465,-1.396,-1.063,-0.733,0.047,-0.442,-1.188,-2.738,-2.299,-1.558,-1.102,-0.318,-0.559,-3.015,0.497,1.479,-0.365,-3.549,-1.163,-0.275,-0.91,-1.909,0.332,0.631,-0.764,0.206,0.715,-1.511,-1.935,-2.008,-0.293,0.457,-0.405,-1.328,-0.216,-1.474,-2.487
0.241,0.348,-0.189,0.29,0.377,-0.133,-1.795,-0.156,-0.725,-0.29,0.485,1.695,0.882,-1.321,-0.585,-1.31,-0.154,0.133,-7.121,0.043,-0.757,-0.193,0.188,-0.11,-0.466,0.521,0.838,-1.207,0.033,1.462,0.189,-0.897,-0.135,-0.475,-0.506,-0.902,0.117
-0.764,-0.134,0.995,0.17,0.992,2.647,0.111,-2.015,-1.395,2.057,-0.378,-0.285,-0.557,1.277,0.253,-0.7,1.061,3.335,1.522,0.065,-0.262,1.451,2.535,0.608,0.796,0.872,-0.121,-0.368,0.752,-1.375,-0.614,-1.316,0.823,0.938,0.761,1.54,0.31
-1.23,-0.899,-2.311,-1.332,-0.807,-1.947,-2.685,-2.692,-0.788,-1.353,-1.204,-0.729,-2.512,-1.564,-0.129,-0.874,-0.797,1.932,-0.795,-0.357,-0.146,-0.041,-0.241,0.199,0.078,-0.454,1.459,-0.965,-0.2,0.8,0.493,-2.3,-1.026,-0.488,0.841,0.168,-0.163
-0.742,0.943,-0.017,-0.192,0.645,-0.548,0.688,1.008,-0.284,0.302,-0.965,0.324,-1.332,-1.128,-1.179,0.615,-0.083,-2.954,-4.867,0.056,-1.992,-2.184,0.117,-0.121,-1.046,-0.876,0.915,-1.545,-2.486,0.022,-0.636,-2.461,1.837,0.565,-0.335,-0.119,-1.403
1.4,1.172,1.11,1.775,0.567,0.822,0.631,0.953,2.16,0.488,0.222,0.721,-0.23,-1.073,-2.903,0.339,0.848,2.649,5.131,0.414,-1.298,0.578,-0.548,0.024,0.359,-0.309,-0.128,-0.294,-0.394,-0.204,-0.13,0.367,1.301,0.318,0.159,-0.502,1.928
-0.443,-0.226,-2.072,0.053,-0.679,-0.343,0.015,0.064,-0.067,0.573,-1.23,-0.968,-0.659,0.277,0.711,-1.217,0.259,-2.574,-3.498,-0.206,-0.598,-0.157,-2.372,-0.712,-2.293,-1.635,-0.434,-1.585,-2.861,-2.084,-3.279,-1.185,-1.826,-0.344,-0.809,-1.378,-0.743
-0.811,-0.076,-0.583,0.13,0.099,-0.118,-0.83,0.563,0.332,-0.673,-0.06,0.348,1.288,-2.353,0.57,-1.316,-0.295,-3.914,-6.403,0.064,-1.239,-0.538,-0.878,0.114,1.786,0.628,0.047,0.761,-0.526,0.407,0.556,-0.421,-0.475,-0.302,-0.517,0.787,1.133
-2.146,-1.098,-2.938,-1.943,-1.646,-1.165,-0.601,-2.047,-3.151,-1.803,-0.311,-0.734,-0.279,1.676,-2.366,-2.356,-0.968,-6.049,-4.946,-0.336,-1.603,-1.903,-0.835,-0.086,-1.455,-2.56,-1.615,-1.635,-0.844,1.52,-0.103,-0.899,-1.21,-1.099,-1.461,-1.001,-1.326
-1.385,-0.475,-0.201,1.63,1.395,0.854,1.993,0.94,0.983,1.425,0.698,-1.35,1.555,0.107,0.461,-1.565,-0.046,3.135,-3.101,0.036,-0.684,1.267,0.996,-2.539,0.796,1.308,0.527,0.276,-0.403,0.764,1.299,0.13,0.425,1.122,1.118,0.77,0.093
1.703,0.47,2.044,1.503,0.794,0.7,0.545,0.844,0.381,0.717,0.072,2.434,0.567,1.064,0.687,2.545,-0.611,6.211,2.993,0.128,0.027,1.382,1.471,-1.67,-0.695,-0.062,-0.455,0.683,3.368,-0.82,-0.094,2.035,1.233,2.185,-0.077,0.652,1.364
-0.582,1.392,0.017,1.101,-0.572,0.451,0.443,-0.55,2.112,-0.757,0.269,-0.37,-0.618,-0.375,-0.582,-4.734,-0.541,-0.756,0.646,0.142,-0.301,-0.594,-0.325,-0.282,0.519,0.025,-0.393,-0.046,-0.125,2.665,1.484,1.067,-0.947,0.463,-3.123,-0.946,-0.624
-0.896,-0.687,-0.703,0.541,0.036,-0.762,0.056,-0.901,-0.932,0.384,2.468,0.602,0.896,1.251,0.733,0.249,-0.185,2.47,4.307,0.015,1.328,1.267,0.88,-1.241,-0.052,0.003,-0.222,0.255,-0.367,-1.131,-0.347,0.811,0.242,0.256,0.834,-0.639,-1.493
1.567,-1.496,1.014,-0.032,0.046,1.246,0.576,0.971,-0.276,0.845,1.889,1.272,1.178,1.587,1.875,3.36,0.845,1.713,0.663,0.333,1.528,1.376,1.569,-0.811,1.072,-0.736,0.567,1.222,2.254,-0.162,0.356,-0.82,0.322,0.69,1.409,0.08,1.635
0.898,0.039,2.022,0.772,-0.051,0.554,1.22,-1.167,-0.062,0.252,2.586,1.591,1.528,1.837,0.206,-0.523,0.548,2.782,0.451,-0.036,1.003,1.379,1.035,1.033,-0.318,0.541,-0.169,-0.188,1.493,0.905,-0.211,-1.704,0.614,0.582,-0.03,0.506,0.614
-0.799,-2.232,-1.494,-0.969,-1.45,-0.843,-1.595,-2.42,-2.445,-2.486,-1.374,-0.475,0.486,-1.623,0.144,-3.017,-1.1,-4.294,-4.042,0.056,-0.478,-1.389,-0.376,0.314,-0.046,-0.681,0.124,-1.167,-0.956,-1.024,-2.005,-0.8,-0.558,0.73,-0.332,-1.172,-0.954
-0.259,-1.171,0.794,-0.361,-0.446,0.847,-1.354,-0.231,-1.285,-0.626,-0.283,0.185,0.125,0.319,-0.024,2.778,-0.468,-0.552,2.534,0.09,3.036,0.373,0.764,-0.946,1.135,-0.357,-0.878,2.103,-0.207,-1.128,-1.032,1.176,0.798,-0.363,0.953,2.115,-1.694
-0.581,-0.492,0.38,-0.878,-0.988,-2.376,-0.792,0.631,1.052,-0.364,-2.219,-2.695,-0.653,-1.809,-0.505,-5.916,-0.811,-4.558,-8.078,-0.371,-3.169,-0.9,-1.936,-0.749,-3.455,-2.123,-0.802,-1.834,-2.824,-0.803,-1.55,-0.434,-1.436,-2.738,-3.171,-1.693,-1.043
1.523,-0.217,1.855,-0.666,-0.18,-0.913,2.992,1.996,-0.809,1.368,-0.13,-0.038,2.055,-0.705,0.201,1.317,-0.376,-1.023,-3.952,-0.036,-0.469,-0.758,2.465,-0.714,-0.448,-0.284,1.039,1.443,-0.342,-0.411,1.633,0.915,0.265,-1.732,0.692,-0.626,0.074
-1.529,-1.684,0.259,0.614,-0.004,-0.459,-0.527,-0.141,-2.352,-1.182,0.774,0.829,0.999,0.205,-1.403,1.274,0.065,2.092,-1.05,0.043,1.424,0.752,1.163,0.632,1.476,-0.029,1.369,2.914,1.104,1.3,0.549,1.496,0.288,0.457,1.74,2.47,0.159
-0.503,0.341,0.727,0.461,0.872,0.352,-1.361,0.106,-0.208,0.652,1.041,0.376,0.693,1.187,0.123,3.383,-0.063,4.126,5.332,0.224,-0.743,1.437,0.614,-0.503,-0.161,0.164,-0.388,1.678,0.259,0.05,-0.049,0.319,-0.452,0.691,-1.834,-0.466,-0.044
0.927,0.431,-1.379,0.16,-0.545,-1.382,0.575,-0.212,1.523,0.833,-0.253,1.418,-0.088,0.823,-2.139,-0.355,-0.267,1.834,1.979,0.137,0.156,-0.723,0.074,0.463,0.937,-1.61,-0.894,-2.67,0.054,-0.02,0.143,-0.033,-1.152,-0.976,0.231,-1.032,-0.167
-1.731,0.803,-2.385,0.224,0.144,-0.453,0.43,0.022,0.157,0.903,0.719,-1.241,-0.053,0.821,3.607,0.768,0.646,-1.972,-0.346,0.238,-0.207,1.035,-0.268,0.332,1.032,0.678,1.138,2.812,1.363,1.811,1.218,0.478,-2.055,-0.838,-0.66,-1.169,-0.231
0.418,1.535,1.216,0.739,0.561,-1.308,0.781,0.517,2.855,1.75,0.759,1.383,0.071,0.344,2.227,2.177,-0.077,4.55,-3.297,0.238,1.035,1.472,1.192,2.446,1.153,1.662,0.312,1.438,-0.102,-0.508,-0.859,1.255,2.39,1.654,1.187,0.854,0.377
0.278,-0.717,-0.273,0.482,0.051,-2.552,-2.212,-1.325,-0.343,-0.804,0.846,0.786,0.034,-0.189,2.988,-0.248,-0.703,2.084,-1.332,-0.175,-2.173,-1.053,-1.69,-0.062,0.093,-0.337,-1.537,0.951,-0.411,-0.551,-0.029,0,-0.859,-0.661,0.582,-1.62,-1.221
-1.327,0.789,-0.109,0.534,0.854,0.256,0.305,0.09,2.374,0.436,-0.87,0.551,-0.666,1.693,-0.708,-0.298,-1.058,-0.588,0.418,-0.072,1.131,1.92,-0.131,-0.14,-0.211,0.746,0.523,2.803,1.444,0.954,0.672,-0.5,-0.231,0.776,-0.763,1.871,0.053
0.379,0.351,-0.026,-0.36,-0.398,-0.35,-0.575,-0.378,2.49,-0.842,-0.162,-0.392,0.295,0.431,1.387,-6.217,0.073,-2.411,-2.411,0.026,-1.076,-0.589,-1.091,0.173,-1.326,-0.046,-1.695,-0.657,-0.217,-0.435,-2.423,-0.962,-0.483,-0.307,-0.828,-0.025,0.321
2.223,0.554,-1.722,1.606,0.409,-0.891,0.514,0.944,1.986,1.485,-0.021,0.492,-1.504,1.15,0.336,-0.741,0.055,-1.518,0.344,0.063,-1.497,-0.159,1.513,-0.006,-1.583,0.26,0.34,-3.221,-3.132,-1.35,-0.36,-1.363,-1.092,-0.751,-2.084,0.482,0.001
0.802,1.595,0.247,0.122,-0.013,0.316,1.044,0.897,1.508,1.672,-0.614,-1.257,0.261,-1.205,1.089,-0.035,0.284,-0.005,-3.482,-0.073,-2.042,0.07,-1.959,-2.069,-1.496,-1.563,-1.222,0.313,-1.438,-1.047,-2.085,-0.623,-0.135,-0.224,-2.405,-1.724,0.073
0.142,-0.05,-0.139,-0.381,-0.6,-0.449,0.578,0.115,-0.257,-0.488,-0.127,0.016,-0.223,0.667,1.088,0.276,-1.065,0.027,7.203,-0.23,-0.304,0.812,0.757,1.368,-0.127,-0.561,0.51,-1.793,-1.084,-0.694,-0.067,-1.465,0.393,0.554,-0.218,-1.909,-1.555
0.94,-0.173,0.771,-0.037,-0.039,0.727,-0.491,0.555,1.894,0.258,0.963,1.83,-0.128,-0.626,-1.13,0.931,-0.443,-3.289,1.774,-0.166,-0.785,-1.53,-0.631,-2.391,-1.775,-0.302,-3.264,-0.648,-0.334,-1.372,0.245,-0.822,-0.981,-1.143,-1.944,-1.861,-0.527
0.309,-0.479,-0.974,-0.042,-0.242,-0.3,-1.152,-1.559,-1.803,0.745,-0.806,-0.01,-0.561,-0.99,-2.274,-1.428,-0.659,-2.531,0.579,-0.081,-1.911,-1.16,-1.968,-0.26,-1.141,-1.315,-0.787,-2.08,-0.379,0.189,0.402,0.223,-1.027,-1.12,-1.199,-1.356,0.229
1.418,0.801,1.337,0.918,1.121,2.533,1.402,0.461,2.066,0.124,1.587,-0.221,1.858,2.298,1.894,4.08,0.944,4.887,4.666,0.157,0.557,2.475,1.6,-0.428,1.918,1.811,-0.051,1.083,0.506,-0.876,0.56,0.516,0.96,1.379,0.034,0.936,0.508
0.062,0.573,0.165,-1.251,0.797,-0.699,-1.154,-0.598,-0.315,-0.553,0.189,-0.061,0.804,0.86,1.184,0.783,-0.48,-2.294,-5.147,0.026,1.189,0.087,0.03,-1.528,0.596,0.139,-0.62,0.083,1.758,0.733,1.227,0.195,2.408,0.587,0.305,1.758,-0.435
0.922,1.6,1.697,1.184,1.209,1.429,1.166,1.671,1.671,1.403,2.099,2.064,-0.384,0.342,1.522,-1.022,0.625,2.186,1.144,-0.013,0.972,1.081,0.756,-1.94,-0.008,-0.363,-0.611,2.34,1.731,1.207,0.308,1.105,0.769,-0.325,0.578,0.432,1.033
0.758,0.179,0.875,-0.566,0.532,1.265,-0.309,-0.064,-0.145,1.209,0.976,1.472,2.105,1.955,1.028,-2.309,0.197,3.395,-0.033,0.06,-1.278,0.019,-0.276,-1.2,-0.832,0.576,-0.54,-0.761,-1.994,-0.64,0.477,-0.328,-0.072,1.306,-1.997,-0.646,0.913
0.409,-0.035,1.104,0.611,0.714,-0.312,0.481,-0.845,1.308,-0.054,-1.006,-1.892,-0.824,-1.187,0.315,4.371,-0.052,1.234,2.251,-0.025,0.386,-1.446,0.827,0.788,0.512,0.128,0.714,0.445,1.504,0.483,1.531,0.704,0.733,0.663,2.791,-0.288,0.734
-1.223,-0.048,-1.013,-0.251,-0.978,-1.333,0.134,-1.209,-0.992,-1.788,0.638,-0.021,0.588,1.114,1.394,-0.688,0.973,0.362,1.638,0.047,-1.056,-0.295,0.901,-1.159,-0.191,-0.511,-0.123,-1.392,0.31,-0.649,-0.168,-1.064,-0.613,0.169,1.198,0.747,-0.569
0.74,1.583,0.202,1.494,1.075,1.63,1.317,0.89,1.811,0.575,1.396,0.208,1.2,1.196,1.56,3.471,1.043,-1.472,0.05,0.075,3.046,1.364,1.283,1.117,0.512,1.863,-0.559,2.084,2.559,1.268,2.015,2.308,1.01,2.993,1.688,3.862,1.643
0.808,1.005,0.521,0.441,0.515,1.429,0.457,1.881,0.339,1.064,0.915,1.626,0.467,1.827,2.49,0.953,-0.22,4.151,0.512,0.162,2.243,-0.278,2.148,1.591,0.819,1.039,0.284,1.232,-0.455,1.776,2.161,0.924,1.005,-0.363,1.851,0.517,2.088
-1.803,-1.303,-0.807,-0.654,-0.807,-0.76,0.637,-0.677,-1.686,-0.231,-2.077,1.187,-2.157,-3.038,0.171,-5.837,-1.411,-6.951,-3.829,-0.311,-0.857,-2.399,-2.692,-0.721,-1.008,-1.205,-1.574,-1.485,-1.39,-2.179,-0.395,2.098,-1.011,0.534,-0.826,-1.664,-2.461
0.965,1.304,-0.289,0.139,0.546,1.659,0.862,-0.364,-0.389,0.09,0.386,-0.163,0.789,0.551,0.246,0.507,0.413,5.641,2.087,0.079,-1.98,-0.916,-0.631,1.33,1.389,-2.795,0.885,-3.226,-1.548,-1.704,-1.228,-0.829,-0.445,1.176,-0.748,0.239,1.046
-1.077,-0.942,-2.891,-1.709,-2.072,-0.447,-0.917,-1.899,-0.198,-1.534,0.886,0.325,1.237,-0.188,2.01,-4.165,-0.213,-2.37,-4.708,0.027,-0.15,0.269,0.781,1.46,-0.166,-0.103,-0.749,0.48,-0.935,0.643,1.104,0.079,-3.648,-1.358,-1.5,-1.645,-2.416
0.371,-0.7,0.202,1.331,-0.202,-0.174,-0.302,-0.201,-0.375,-1.414,0.437,-0.062,1.464,1.934,1.626,0.613,0.686,0.448,-3.072,-0.061,-0.651,1.252,1.125,-1.381,0.902,-0.155,-0.672,0.905,0.873,0.009,0.691,1.986,1.607,1.494,0.417,1.742,1.054
0.598,0.427,2.195,-0.241,1.155,0.259,0.339,1.94,1.746,-0.336,0.829,-0.226,1.085,0.186,-0.393,2.43,0.602,3.101,1.283,0.015,-0.313,0.158,1.25,1.788,1.442,-0.109,-1.045,0.417,-1.638,0.336,0.997,-1.265,0.3,-0.214,2.31,-0.686,1.032
1.525,0.363,1.655,1.187,0.761,1.041,0.117,0.502,0.874,-0.661,1.077,1.894,2.067,1.704,1.915,-0.25,0.125,0.125,7.769,0.001,0.691,0.461,0.544,1.672,0.264,-0.633,0.058,-1.946,-1.576,1.015,0.95,0.006,0.094,-0.448,2.444,1.619,0.018
0.146,0.055,-0.162,-0.904,0.404,2.141,0.582,-0.263,-0.124,0.554,0.727,1.049,0.756,0.231,-1.51,0.216,0.485,-2.703,1.481,0.085,-1.413,-0.107,-0.308,-1.538,1.231,1.06,-1.804,-0.789,0.623,0.177,1.438,-0.12,2.104,0.335,1.389,1.193,0.947
0.649,1.357,-0.333,1.03,1.617,2.246,1.075,2.176,0.139,1.386,1.886,2.074,2.094,2.223,5.383,-0.395,-0.14,0.534,2.349,0.554,2.124,2.455,1.587,0.813,1.418,2.34,2.174,1.917,2.739,0.57,0.931,0.175,0.086,2.377,-0.337,-0.067,-0.021
0.857,0.396,-0.026,0.492,0.953,-0.228,-0.256,1.377,1.656,0.377,-0.503,-0.251,-0.852,0.927,1.842,-3.618,-0.056,3.585,1.407,-0.276,-2.429,-1.282,-2.819,-0.426,-1.722,-0.742,-1.476,-0.225,-2.853,1.174,0.145,-1.644,-1.413,-0.788,0.489,-0.922,-0.268
-0.206,-0.076,-0.415,0.832,-1.259,0.632,0.421,0.086,-2.016,0.078,-0.779,-0.542,0.063,-2.297,-2.219,0.204,-0.175,-3.872,4.199,-0.124,1.039,0.031,0.467,0.247,-0.154,-1.043,0.685,0.197,0.347,-1.569,-0.37,-0.269,1.382,0.243,1.851,1.793,-0.927
-1.986,-1.203,-1.504,-0.937,-2.228,-0.229,0.371,-0.504,0.16,-0.972,-1.795,-1.463,-0.586,-2.654,-4.377,-2.328,-0.729,-4.52,-3.25,-0.016,-1.92,0.674,-0.119,-0.699,1.079,-1.036,0.586,0.254,-2.632,-1.338,-1.938,-0.585,-0.525,-0.91,-1.182,-0.191,0.503
1.114,2.334,0.361,0.171,1.46,-0.052,0.735,2.12,2.984,1.6,-0.04,-1.842,0.021,-0.68,0.491,-0.204,-0.088,2.053,-3.232,0.066,-0.307,-0.168,-1.202,0.974,-0.04,-1.285,-0.65,-1.55,-0.651,-1.409,-1.286,-0.107,0.053,0.841,-1.553,0.167,-0.276
1.7,-0.456,0.189,-0.325,-0.081,0.84,-0.06,-0.241,-0.332,-0.801,0.47,-0.397,-1.098,-0.776,0.025,-4.014,-0.44,-2.488,-1.653,0.238,-1.671,-0.209,-0.461,1.052,-0.473,-0.271,-1.369,0.477,-3.739,-1.215,-0.486,-0.195,-0.163,-1.28,-2.294,-0.707,-0.422
0.623,0.751,0.831,-0.491,0.081,0.744,0.299,0.47,-0.643,-0.569,1.257,1.055,-0.276,2.182,2.808,2.485,1.116,4.325,6.625,0.379,1.329,0.125,1.151,-0.762,1.447,1.186,-0.01,0.919,1.88,0.135,1.36,1.333,0.28,1.433,3.488,0.004,0.366
-1.441,-0.262,-1.448,-0.717,-1.294,-0.3,-1.132,-1.654,0.033,-3.359,1.082,-1.288,-0.983,0.215,-0.195,2.002,0.535,0.299,6.107,0.182,-0.672,1.025,-1.918,-0.069,-0.695,0.854,-2.001,0.086,-1.172,-0.355,-0.673,0.385,0.557,0.76,0.091,0.786,0.746
