SurveyID,Unit,Week,OpenEnded
SS1200134,Human Resources,3,"Weston to be out, and that you must still fight your own battle."""
SS1200135,Human Resources,3,"""I dare say,"" replied Mrs. Weston, smiling, ""that I thought so"
SS1200136,Human Resources,3,"such a man as Mr. Weston."""
SS1200137,Human Resources,3,"How well she looked last night!"""
SS1200138,Human Resources,3,"lasting blunder; where Emma errs once, she is in the right a hundred"
SS1200139,Human Resources,3,ill-humour to myself. I have a very sincere interest in Emma. Isabella
SS1200183,Human Resources,4,"""Mr. Weston would undoubtedly support me, if he were here, for he thinks"
SS1200184,Human Resources,4,"_then_;--but since we have parted, I can never remember Emma's omitting"
SS1200185,Human Resources,4,"""Why, to own the truth, I am afraid you are rather thrown away, and that"
SS1200186,Human Resources,4,"""Oh! you would rather talk of her person than her mind, would you? Very"
SS1200187,Human Resources,4,"times."""
SS1200188,Human Resources,4,does not seem more my sister; has never excited a greater interest;
SS1200232,Human Resources,5,"exactly as I do on the subject. We were speaking of it only yesterday,"
SS1200233,Human Resources,5,"to do any thing I wished."""
SS1200234,Human Resources,5,"with every disposition to bear, there will be nothing to be borne. We"
SS1200235,Human Resources,5,"well; I shall not attempt to deny Emma's being pretty."""
SS1200236,Human Resources,5,"""Very well; I will not plague you any more. Emma shall be an angel, and"
SS1200237,Human Resources,5,"perhaps hardly so great. There is an anxiety, a curiosity in what one"
SS1200281,Human Resources,6,"and agreeing how fortunate it was for Emma, that there should be such a"
SS1200282,Human Resources,6,"""There is hardly any desiring to refresh such a memory as _that_,""--said"
SS1200283,Human Resources,6,"will not despair, however. Weston may grow cross from the wantonness of"
SS1200284,Human Resources,6,"""Pretty! say beautiful rather. Can you imagine any thing nearer perfect"
SS1200285,Human Resources,6,I will keep my spleen to myself till Christmas brings John and Isabella.
SS1200286,Human Resources,6,"feels for Emma. I wonder what will become of her!"""
SS1200330,Human Resources,7,"girl in Highbury for her to associate with. Mr. Knightley, I shall not"
SS1200331,Human Resources,7,"Mr. Knightley, feelingly; and for a moment or two he had done. ""But I,"""
SS1200332,Human Resources,7,"comfort, or his son may plague him."""
SS1200333,Human Resources,7,"beauty than Emma altogether--face and figure?"""
SS1200334,Human Resources,7,"John loves Emma with a reasonable and therefore not a blind affection,"
SS1200335,Human Resources,7,"""So do I,"" said Mrs. Weston gently, ""very much."""
SS1200379,Human Resources,8,allow you to be a fair judge in this case. You are so much used to live
SS1200380,Human Resources,8,"he soon added, ""who have had no such charm thrown over my senses, must"
SS1200381,Human Resources,8,"""I hope not _that_.--It is not likely. No, Mr. Knightley, do not"
SS1200382,Human Resources,8,"""I do not know what I could imagine, but I confess that I have seldom"
SS1200383,Human Resources,8,and Isabella always thinks as he does; except when he is not quite
SS1200384,Human Resources,8,"""She always declares she will never marry, which, of course, means just"
SS1200428,Human Resources,9,"alone, that you do not know the value of a companion; and, perhaps no"
SS1200429,Human Resources,9,"still see, hear, and remember. Emma is spoiled by being the cleverest"
SS1200430,Human Resources,9,"foretell vexation from that quarter."""
SS1200431,Human Resources,9,seen a face or figure more pleasing to me than hers. But I am a partial
SS1200432,Human Resources,9,frightened enough about the children. I am sure of having their opinions
SS1200433,Human Resources,9,nothing at all. But I have no idea that she has yet ever seen a man she
SS1200477,Human Resources,10,man can be a good judge of the comfort a woman feels in the society of
SS1200478,Human Resources,10,"of her family. At ten years old, she had the misfortune of being able to"
SS1200479,Human Resources,10,"""Not I, indeed. I only name possibilities. I do not pretend to Emma's"
SS1200480,Human Resources,10,"old friend."""
SS1200481,Human Resources,10,"with me."""
SS1200482,Human Resources,10,cared for. It would not be a bad thing for her to be very much in love
SS1200526,Human Resources,11,"one of her own sex, after being used to it all her life. I can imagine"
SS1200527,Human Resources,11,answer questions which puzzled her sister at seventeen. She was always
SS1200528,Human Resources,11,"genius for foretelling and guessing. I hope, with all my heart, the"
SS1200529,Human Resources,11,"""Such an eye!--the true hazle eye--and so brilliant! regular features,"
SS1200530,Human Resources,11,"""I know that you all love her really too well to be unjust or unkind;"
SS1200531,Human Resources,11,"with a proper object. I should like to see Emma in love, and in some"
SS1200575,Human Resources,12,your objection to Harriet Smith. She is not the superior young woman
SS1200576,Human Resources,12,quick and assured: Isabella slow and diffident. And ever since she
SS1200577,Human Resources,12,"young man may be a Weston in merit, and a Churchill in fortune.--But"
SS1200578,Human Resources,12,"open countenance, with a complexion! oh! what a bloom of full health,"
SS1200579,Human Resources,12,"but excuse me, Mr. Knightley, if I take the liberty (I consider myself,"
SS1200580,Human Resources,12,doubt of a return; it would do her good. But there is nobody hereabouts
SS1200624,Human Resources,13,"which Emma's friend ought to be. But on the other hand, as Emma wants"
SS1200625,Human Resources,13,"was twelve, Emma has been mistress of the house and of you all. In her"
SS1200626,Human Resources,13,Harriet Smith--I have not half done about Harriet Smith. I think her the
SS1200627,Human Resources,13,and such a pretty height and size; such a firm and upright figure!
SS1200628,Human Resources,13,"you know, as having somewhat of the privilege of speech that Emma's"
SS1200629,Human Resources,13,"to attach her; and she goes so seldom from home."""
SS1200673,Human Resources,14,"to see her better informed, it will be an inducement to her to read more"
SS1200674,Human Resources,14,mother she lost the only person able to cope with her. She inherits her
SS1200675,Human Resources,14,very worst sort of companion that Emma could possibly have. She knows
SS1200676,Human Resources,14,"There is health, not merely in her bloom, but in her air, her head, her"
SS1200677,Human Resources,14,mother might have had) the liberty of hinting that I do not think any
SS1200678,Human Resources,14,"""There does, indeed, seem as little to tempt her to break her resolution"
SS1200722,Human Resources,15,"herself. They will read together. She means it, I know."""
SS1200723,Human Resources,15,"mother's talents, and must have been under subjection to her."""
SS1200724,Human Resources,15,"nothing herself, and looks upon Emma as knowing every thing. She is a"
SS1200725,Human Resources,15,glance. One hears sometimes of a child being 'the picture of health;'
SS1200726,Human Resources,15,possible good can arise from Harriet Smith's intimacy being made a
SS1200727,Human Resources,15,"at present,"" said Mrs. Weston, ""as can well be; and while she is so"
SS1200770,Human Resources,16,CHAPTER V
SS1200771,Human Resources,16,"""Emma has been meaning to read more ever since she was twelve years old."
SS1200772,Human Resources,16,"""I should have been sorry, Mr. Knightley, to be dependent on _your_"
SS1200773,Human Resources,16,"flatterer in all her ways; and so much the worse, because undesigned."
SS1200774,Human Resources,16,"now, Emma always gives me the idea of being the complete picture of"
SS1200775,Human Resources,16,matter of much discussion among you. Pray excuse me; but supposing any
SS1200776,Human Resources,16,"happy at Hartfield, I cannot wish her to be forming any attachment which"
SS1200819,Human Resources,17,"""I do not know what your opinion may be, Mrs. Weston,"" said Mr."
SS1200820,Human Resources,17,I have seen a great many lists of her drawing-up at various times of
SS1200821,Human Resources,17,"recommendation, had I quitted Mr. Woodhouse's family and wanted another"
SS1200822,Human Resources,17,Her ignorance is hourly flattery. How can Emma imagine she has any
SS1200823,Human Resources,17,"grown-up health. She is loveliness itself. Mr. Knightley, is not she?"""
SS1200824,Human Resources,17,"little inconvenience may be apprehended from the intimacy, it cannot be"
SS1200825,Human Resources,17,would be creating such difficulties on poor Mr. Woodhouse's account. I
SS1200868,Human Resources,18,"Knightley, ""of this great intimacy between Emma and Harriet Smith, but I"
SS1200869,Human Resources,18,books that she meant to read regularly through--and very good lists
SS1200870,Human Resources,18,situation; I do not think you would have spoken a good word for me to
SS1200871,Human Resources,18,"thing to learn herself, while Harriet is presenting such a delightful"
SS1200872,Human Resources,18,"""I have not a fault to find with her person,"" he replied. ""I think her"
SS1200873,Human Resources,18,"expected that Emma, accountable to nobody but her father, who perfectly"
SS1200874,Human Resources,18,"do not recommend matrimony at present to Emma, though I mean no slight"
SS1200917,Human Resources,19,"think it a bad thing."""
SS1200918,Human Resources,19,"they were--very well chosen, and very neatly arranged--sometimes"
SS1200919,Human Resources,19,"any body. I am sure you always thought me unfit for the office I held."""
SS1200920,Human Resources,19,"inferiority? And as for Harriet, I will venture to say that _she_ cannot"
SS1200921,Human Resources,19,"all you describe. I love to look at her; and I will add this praise,"
SS1200922,Human Resources,19,"approves the acquaintance, should put an end to it, so long as it is a"
SS1200923,Human Resources,19,"to the state, I assure you."""
SS1200966,Human Resources,20,"""A bad thing! Do you really think it a bad thing?--why so?"""
SS1200967,Human Resources,20,"alphabetically, and sometimes by some other rule. The list she drew"
SS1200968,Human Resources,20,"""Yes,"" said he, smiling. ""You are better placed _here_; very fit for a"
SS1200969,Human Resources,20,gain by the acquaintance. Hartfield will only put her out of conceit
SS1200970,Human Resources,20,that I do not think her personally vain. Considering how very handsome
SS1200971,Human Resources,20,source of pleasure to herself. It has been so many years my province to
SS1200972,Human Resources,20,Part of her meaning was to conceal some favourite thoughts of her own
SS1201015,Human Resources,21,"""I think they will neither of them do the other any good."""
SS1201016,Human Resources,21,up when only fourteen--I remember thinking it did her judgment so much
SS1201017,Human Resources,21,"wife, but not at all for a governess. But you were preparing yourself to"
SS1201018,Human Resources,21,with all the other places she belongs to. She will grow just refined
SS1201019,Human Resources,21,"she is, she appears to be little occupied with it; her vanity lies"
SS1201020,Human Resources,21,"give advice, that you cannot be surprized, Mr. Knightley, at this little"
SS1201021,Human Resources,21,"and Mr. Weston's on the subject, as much as possible. There were wishes"
SS1201064,Human Resources,22,"""You surprize me! Emma must do Harriet good: and by supplying her with a"
SS1201065,Human Resources,22,"credit, that I preserved it some time; and I dare say she may have made"
SS1201066,Human Resources,22,be an excellent wife all the time you were at Hartfield. You might
SS1201067,Human Resources,22,enough to be uncomfortable with those among whom birth and circumstances
SS1201068,Human Resources,22,"another way. Mrs. Weston, I am not to be talked out of my dislike of"
SS1201069,Human Resources,22,"remains of office."""
SS1201070,Human Resources,22,"at Randalls respecting Emma's destiny, but it was not desirable to"
SS1201113,Human Resources,23,"new object of interest, Harriet may be said to do Emma good. I have been"
SS1201114,Human Resources,23,out a very good list now. But I have done with expecting any course of
SS1201115,Human Resources,23,not give Emma such a complete education as your powers would seem to
SS1201116,Human Resources,23,have placed her home. I am much mistaken if Emma's doctrines give any
SS1201117,Human Resources,23,"Harriet Smith, or my dread of its doing them both harm."""
SS1201118,Human Resources,23,"""Not at all,"" cried he; ""I am much obliged to you for it. It is very"
SS1201119,Human Resources,23,have them suspected; and the quiet transition which Mr. Knightley soon
SS1201162,Human Resources,24,seeing their intimacy with the greatest pleasure. How very differently
SS1201163,Human Resources,24,steady reading from Emma. She will never submit to any thing
SS1201164,Human Resources,24,"promise; but you were receiving a very good education from _her_, on the"
SS1201165,Human Resources,24,"strength of mind, or tend at all to make a girl adapt herself rationally"
SS1201166,Human Resources,24,"""And I, Mr. Knightley, am equally stout in my confidence of its not"
SS1201167,Human Resources,24,"good advice, and it shall have a better fate than your advice has often"
SS1201168,Human Resources,24,"afterwards made to ""What does Weston think of the weather; shall we have"
SS1201211,Human Resources,25,we feel!--Not think they will do each other any good! This will
SS1201212,Human Resources,25,"requiring industry and patience, and a subjection of the fancy to the"
SS1201213,Human Resources,25,"very material matrimonial point of submitting your own will, and doing"
SS1201214,Human Resources,25,to the varieties of her situation in life.--They only give a little
SS1201215,Human Resources,25,"doing them any harm. With all dear Emma's little faults, she is an"
SS1201216,Human Resources,25,"found; for it shall be attended to."""
SS1201217,Human Resources,25,"rain?"" convinced her that he had nothing more to say or surmise about"
SS1201260,Human Resources,26,"certainly be the beginning of one of our quarrels about Emma, Mr."
SS1201261,Human Resources,26,"understanding. Where Miss Taylor failed to stimulate, I may safely"
SS1201262,Human Resources,26,"as you were bid; and if Weston had asked me to recommend him a wife, I"
SS1201263,Human Resources,26,"polish."""
SS1201264,Human Resources,26,"excellent creature. Where shall we see a better daughter, or a kinder"
SS1201265,Human Resources,26,"""Mrs. John Knightley is easily alarmed, and might be made unhappy about"
SS1201266,Human Resources,26,Hartfield.
SS1200018,Platform Engineering,1,"Mrs. and Miss Bates, and Mrs. Goddard, three ladies almost always at"
SS1200019,Platform Engineering,1,"a great talker upon little matters, which exactly suited Mr. Woodhouse,"
SS1200020,Platform Engineering,1,very much pleased with herself for contriving things so well; but the
SS1200021,Platform Engineering,1,"shewing so proper and becoming a deference, seeming so pleasantly"
SS1200022,Platform Engineering,1,"thing well and attentively, with the real good-will of a mind delighted"
SS1200023,Platform Engineering,1,"more satisfactory style, and on the present evening had particular"
SS1200068,Platform Engineering,2,"the service of an invitation from Hartfield, and who were fetched and"
SS1200069,Platform Engineering,2,full of trivial communications and harmless gossip.
SS1200070,Platform Engineering,2,quiet prosings of three such women made her feel that every evening so
SS1200071,Platform Engineering,2,"grateful for being admitted to Hartfield, and so artlessly impressed"
SS1200072,Platform Engineering,2,"with its own ideas, did she then do all the honours of the meal, and"
SS1200073,Platform Engineering,2,pleasure in sending them away happy. The happiness of Miss Smith was
SS1200117,Platform Engineering,3,"carried home so often, that Mr. Woodhouse thought it no hardship for"
SS1200118,Platform Engineering,3,"Mrs. Goddard was the mistress of a School--not of a seminary, or an"
SS1200119,Platform Engineering,3,spent was indeed one of the long evenings she had fearfully anticipated.
SS1200120,Platform Engineering,3,by the appearance of every thing in so superior a style to what she had
SS1200121,Platform Engineering,3,"help and recommend the minced chicken and scalloped oysters, with an"
SS1200122,Platform Engineering,3,quite equal to her intentions. Miss Woodhouse was so great a personage
SS1200166,Platform Engineering,4,"either James or the horses. Had it taken place only once a year, it"
SS1200167,Platform Engineering,4,"establishment, or any thing which professed, in long sentences of"
SS1200168,Platform Engineering,4,"As she sat one morning, looking forward to exactly such a close of the"
SS1200169,Platform Engineering,4,"been used to, that she must have good sense, and deserve encouragement."
SS1200170,Platform Engineering,4,urgency which she knew would be acceptable to the early hours and civil
SS1200171,Platform Engineering,4,"in Highbury, that the prospect of the introduction had given as much"
SS1200215,Platform Engineering,5,would have been a grievance.
SS1200216,Platform Engineering,5,"refined nonsense, to combine liberal acquirements with elegant morality,"
SS1200217,Platform Engineering,5,"present day, a note was brought from Mrs. Goddard, requesting, in most"
SS1200218,Platform Engineering,5,"Encouragement should be given. Those soft blue eyes, and all those"
SS1200219,Platform Engineering,5,scruples of their guests.
SS1200220,Platform Engineering,5,"panic as pleasure; but the humble, grateful little girl went off with"
SS1200263,Platform Engineering,6,Mr. Woodhouse was fond of society in his own way. He liked very much to
SS1200264,Platform Engineering,6,"Mrs. Bates, the widow of a former vicar of Highbury, was a very old"
SS1200265,Platform Engineering,6,upon new principles and new systems--and where young ladies for enormous
SS1200266,Platform Engineering,6,"respectful terms, to be allowed to bring Miss Smith with her; a most"
SS1200267,Platform Engineering,6,"natural graces, should not be wasted on the inferior society of Highbury"
SS1200268,Platform Engineering,6,Upon such occasions poor Mr. Woodhouse's feelings were in sad warfare.
SS1200269,Platform Engineering,6,"highly gratified feelings, delighted with the affability with which Miss"
SS1200312,Platform Engineering,7,"have his friends come and see him; and from various united causes, from"
SS1200313,Platform Engineering,7,"lady, almost past every thing but tea and quadrille. She lived with her"
SS1200314,Platform Engineering,7,"pay might be screwed out of health and into vanity--but a real,"
SS1200315,Platform Engineering,7,"welcome request: for Miss Smith was a girl of seventeen, whom Emma knew"
SS1200316,Platform Engineering,7,and its connexions. The acquaintance she had already formed were
SS1200317,Platform Engineering,7,"He loved to have the cloth laid, because it had been the fashion of his"
SS1200318,Platform Engineering,7,"Woodhouse had treated her all the evening, and actually shaken hands"
SS1200361,Platform Engineering,8,"his long residence at Hartfield, and his good nature, from his fortune,"
SS1200362,Platform Engineering,8,"single daughter in a very small way, and was considered with all the"
SS1200363,Platform Engineering,8,"honest, old-fashioned Boarding-school, where a reasonable quantity of"
SS1200364,Platform Engineering,8,"very well by sight, and had long felt an interest in, on account of"
SS1200365,Platform Engineering,8,"unworthy of her. The friends from whom she had just parted, though very"
SS1200366,Platform Engineering,8,"youth, but his conviction of suppers being very unwholesome made him"
SS1200367,Platform Engineering,8,with her at last!
SS1200410,Platform Engineering,9,"his house, and his daughter, he could command the visits of his"
SS1200411,Platform Engineering,9,"regard and respect which a harmless old lady, under such untoward"
SS1200412,Platform Engineering,9,"accomplishments were sold at a reasonable price, and where girls might"
SS1200413,Platform Engineering,9,"her beauty. A very gracious invitation was returned, and the evening no"
SS1200414,Platform Engineering,9,"good sort of people, must be doing her harm. They were a family of the"
SS1200415,Platform Engineering,9,rather sorry to see any thing put on it; and while his hospitality would
SS1200459,Platform Engineering,10,"own little circle, in a great measure, as he liked. He had not much"
SS1200460,Platform Engineering,10,"circumstances, can excite. Her daughter enjoyed a most uncommon degree"
SS1200461,Platform Engineering,10,"be sent to be out of the way, and scramble themselves into a little"
SS1200462,Platform Engineering,10,longer dreaded by the fair mistress of the mansion.
SS1200463,Platform Engineering,10,"name of Martin, whom Emma well knew by character, as renting a large"
SS1200464,Platform Engineering,10,"have welcomed his visitors to every thing, his care for their health"
SS1200508,Platform Engineering,11,intercourse with any families beyond that circle; his horror of late
SS1200509,Platform Engineering,11,"of popularity for a woman neither young, handsome, rich, nor married."
SS1200510,Platform Engineering,11,"education, without any danger of coming back prodigies. Mrs. Goddard's"
SS1200511,Platform Engineering,11,Harriet Smith was the natural daughter of somebody. Somebody had placed
SS1200512,Platform Engineering,11,"farm of Mr. Knightley, and residing in the parish of Donwell--very"
SS1200513,Platform Engineering,11,made him grieve that they would eat.
SS1200557,Platform Engineering,12,"hours, and large dinner-parties, made him unfit for any acquaintance but"
SS1200558,Platform Engineering,12,Miss Bates stood in the very worst predicament in the world for having
SS1200559,Platform Engineering,12,school was in high repute--and very deservedly; for Highbury was
SS1200560,Platform Engineering,12,"her, several years back, at Mrs. Goddard's school, and somebody"
SS1200561,Platform Engineering,12,"creditably, she believed--she knew Mr. Knightley thought highly of"
SS1200562,Platform Engineering,12,"Such another small basin of thin gruel as his own was all that he could,"
SS1200606,Platform Engineering,13,"such as would visit him on his own terms. Fortunately for him, Highbury,"
SS1200607,Platform Engineering,13,much of the public favour; and she had no intellectual superiority to
SS1200608,Platform Engineering,13,"reckoned a particularly healthy spot: she had an ample house and garden,"
SS1200609,Platform Engineering,13,had lately raised her from the condition of scholar to that of
SS1200610,Platform Engineering,13,"them--but they must be coarse and unpolished, and very unfit to be the"
SS1200611,Platform Engineering,13,"with thorough self-approbation, recommend; though he might constrain"
SS1200655,Platform Engineering,14,"including Randalls in the same parish, and Donwell Abbey in the parish"
SS1200656,Platform Engineering,14,"make atonement to herself, or frighten those who might hate her into"
SS1200657,Platform Engineering,14,"gave the children plenty of wholesome food, let them run about a great"
SS1200658,Platform Engineering,14,parlour-boarder. This was all that was generally known of her history.
SS1200659,Platform Engineering,14,intimates of a girl who wanted only a little more knowledge and elegance
SS1200660,Platform Engineering,14,"himself, while the ladies were comfortably clearing the nicer things, to"
SS1200704,Platform Engineering,15,"adjoining, the seat of Mr. Knightley, comprehended many such. Not"
SS1200705,Platform Engineering,15,outward respect. She had never boasted either beauty or cleverness. Her
SS1200706,Platform Engineering,15,"deal in the summer, and in winter dressed their chilblains with her own"
SS1200707,Platform Engineering,15,"She had no visible friends but what had been acquired at Highbury, and"
SS1200708,Platform Engineering,15,to be quite perfect. _She_ would notice her; she would improve her; she
SS1200709,Platform Engineering,15,say:
SS1200753,Platform Engineering,16,"unfrequently, through Emma's persuasion, he had some of the chosen and"
SS1200754,Platform Engineering,16,"youth had passed without distinction, and her middle of life was devoted"
SS1200755,Platform Engineering,16,hands. It was no wonder that a train of twenty young couple now walked
SS1200756,Platform Engineering,16,was now just returned from a long visit in the country to some young
SS1200757,Platform Engineering,16,"would detach her from her bad acquaintance, and introduce her into good"
SS1200758,Platform Engineering,16,"""Mrs. Bates, let me propose your venturing on one of these eggs. An egg"
SS1200802,Platform Engineering,17,the best to dine with him: but evening parties were what he preferred;
SS1200803,Platform Engineering,17,"to the care of a failing mother, and the endeavour to make a small"
SS1200804,Platform Engineering,17,"after her to church. She was a plain, motherly kind of woman, who"
SS1200805,Platform Engineering,17,ladies who had been at school there with her.
SS1200806,Platform Engineering,17,society; she would form her opinions and her manners. It would be an
SS1200807,Platform Engineering,17,boiled very soft is not unwholesome. Serle understands boiling an egg
SS1200851,Platform Engineering,18,"and, unless he fancied himself at any time unequal to company, there"
SS1200852,Platform Engineering,18,"income go as far as possible. And yet she was a happy woman, and a woman"
SS1200853,Platform Engineering,18,"had worked hard in her youth, and now thought herself entitled to the"
SS1200854,Platform Engineering,18,"She was a very pretty girl, and her beauty happened to be of a sort"
SS1200855,Platform Engineering,18,"interesting, and certainly a very kind undertaking; highly becoming her"
SS1200856,Platform Engineering,18,better than any body. I would not recommend an egg boiled by any body
SS1200900,Platform Engineering,19,was scarcely an evening in the week in which Emma could not make up a
SS1200901,Platform Engineering,19,whom no one named without good-will. It was her own universal good-will
SS1200902,Platform Engineering,19,occasional holiday of a tea-visit; and having formerly owed much to Mr.
SS1200903,Platform Engineering,19,"which Emma particularly admired. She was short, plump, and fair, with a"
SS1200904,Platform Engineering,19,"own situation in life, her leisure, and powers."
SS1200905,Platform Engineering,19,"else; but you need not be afraid, they are very small, you see--one of"
SS1200949,Platform Engineering,20,card-table for him.
SS1200950,Platform Engineering,20,"and contented temper which worked such wonders. She loved every body,"
SS1200951,Platform Engineering,20,"Woodhouse's kindness, felt his particular claim on her to leave her neat"
SS1200952,Platform Engineering,20,"fine bloom, blue eyes, light hair, regular features, and a look of great"
SS1200953,Platform Engineering,20,"She was so busy in admiring those soft blue eyes, in talking and"
SS1200954,Platform Engineering,20,"our small eggs will not hurt you. Miss Bates, let Emma help you to a"
SS1200998,Platform Engineering,21,"Real, long-standing regard brought the Westons and Mr. Knightley; and by"
SS1200999,Platform Engineering,21,"was interested in every body's happiness, quicksighted to every body's"
SS1201000,Platform Engineering,21,"parlour, hung round with fancy-work, whenever she could, and win or lose"
SS1201001,Platform Engineering,21,"sweetness, and, before the end of the evening, Emma was as much pleased"
SS1201002,Platform Engineering,21,"listening, and forming all these schemes in the in-betweens, that the"
SS1201003,Platform Engineering,21,_little_ bit of tart--a _very_ little bit. Ours are all apple-tarts. You
SS1201047,Platform Engineering,22,"Mr. Elton, a young man living alone without liking it, the privilege"
SS1201048,Platform Engineering,22,"merits; thought herself a most fortunate creature, and surrounded with"
SS1201049,Platform Engineering,22,a few sixpences by his fireside.
SS1201050,Platform Engineering,22,"with her manners as her person, and quite determined to continue the"
SS1201051,Platform Engineering,22,"evening flew away at a very unusual rate; and the supper-table, which"
SS1201052,Platform Engineering,22,need not be afraid of unwholesome preserves here. I do not advise the
SS1201096,Platform Engineering,23,of exchanging any vacant evening of his own blank solitude for the
SS1201097,Platform Engineering,23,"blessings in such an excellent mother, and so many good neighbours"
SS1201098,Platform Engineering,23,These were the ladies whom Emma found herself very frequently able to
SS1201099,Platform Engineering,23,acquaintance.
SS1201100,Platform Engineering,23,"always closed such parties, and for which she had been used to sit and"
SS1201101,Platform Engineering,23,"custard. Mrs. Goddard, what say you to _half_ a glass of wine? A"
SS1201145,Platform Engineering,24,"elegancies and society of Mr. Woodhouse's drawing-room, and the smiles"
SS1201146,Platform Engineering,24,"and friends, and a home that wanted for nothing. The simplicity and"
SS1201147,Platform Engineering,24,"collect; and happy was she, for her father's sake, in the power; though,"
SS1201148,Platform Engineering,24,She was not struck by any thing remarkably clever in Miss Smith's
SS1201149,Platform Engineering,24,"watch the due time, was all set out and ready, and moved forwards to the"
SS1201150,Platform Engineering,24,"_small_ half-glass, put into a tumbler of water? I do not think it could"
SS1201194,Platform Engineering,25,"of his lovely daughter, was in no danger of being thrown away."
SS1201195,Platform Engineering,25,"cheerfulness of her nature, her contented and grateful spirit, were a"
SS1201196,Platform Engineering,25,"as far as she was herself concerned, it was no remedy for the absence of"
SS1201197,Platform Engineering,25,"conversation, but she found her altogether very engaging--not"
SS1201198,Platform Engineering,25,"fire, before she was aware. With an alacrity beyond the common impulse"
SS1201199,Platform Engineering,25,"disagree with you."""
SS1201243,Platform Engineering,26,After these came a second set; among the most come-at-able of whom were
SS1201244,Platform Engineering,26,"recommendation to every body, and a mine of felicity to herself. She was"
SS1201245,Platform Engineering,26,"Mrs. Weston. She was delighted to see her father look comfortable, and"
SS1201246,Platform Engineering,26,"inconveniently shy, not unwilling to talk--and yet so far from pushing,"
SS1201247,Platform Engineering,26,of a spirit which yet was never indifferent to the credit of doing every
SS1201248,Platform Engineering,26,Emma allowed her father to talk--but supplied her visitors in a much
SS1200024,Sales & Marketing,1,"want of taste, though strength of understanding must not be expected."
SS1200025,Sales & Marketing,1,"parlours, indeed; one of them quite as large as Mrs. Goddard's"
SS1200026,Sales & Marketing,1,every thing else he was so very obliging. He had his shepherd's son into
SS1200027,Sales & Marketing,1,"the Abbey. He had never heard of such books before I mentioned them, but"
SS1200028,Sales & Marketing,1,"are, and if she were to take any pains to marry him, she would probably"
SS1200029,Sales & Marketing,1,"and you are so kind to me, Miss Woodhouse, I am not afraid of what any"
SS1200030,Sales & Marketing,1,not sorry to have such an opportunity of survey; and walking a few
SS1200031,Sales & Marketing,1,"""To be sure,"" said Harriet, in a mortified voice, ""he is not so genteel"
SS1200032,Sales & Marketing,1,"grows, Harriet, the more important it is that their manners should not"
SS1200033,Sales & Marketing,1,"be copied. Neither would Mr. Knightley's downright, decided, commanding"
SS1200034,Sales & Marketing,1,"income; for though the vicarage of Highbury was not large, he was known"
SS1200074,Sales & Marketing,2,Altogether she was quite convinced of Harriet Smith's being exactly the
SS1200075,Sales & Marketing,2,drawing-room; and of her having an upper maid who had lived
SS1200076,Sales & Marketing,2,the parlour one night on purpose to sing to her. She was very fond
SS1200077,Sales & Marketing,2,"he is determined to get them now as soon as ever he can."""
SS1200078,Sales & Marketing,2,"repent it. Six years hence, if he could meet with a good sort of young"
SS1200079,Sales & Marketing,2,"body can do."""
SS1200080,Sales & Marketing,2,"yards forward, while they talked together, soon made her quick eye"
SS1200081,Sales & Marketing,2,"as real gentlemen."""
SS1200082,Sales & Marketing,2,"be bad; the more glaring and disgusting any loudness, or coarseness, or"
SS1200083,Sales & Marketing,2,"sort of manner, though it suits _him_ very well; his figure, and look,"
SS1200084,Sales & Marketing,2,to have some independent property; and she thought very highly of him
SS1200123,Sales & Marketing,3,young friend she wanted--exactly the something which her home required.
SS1200124,Sales & Marketing,3,"five-and-twenty years with her; and of their having eight cows, two of"
SS1200125,Sales & Marketing,3,of singing. He could sing a little himself. She believed he was very
SS1200126,Sales & Marketing,3,The next question was--
SS1200127,Sales & Marketing,3,"woman in the same rank as his own, with a little money, it might be very"
SS1200128,Sales & Marketing,3,"""You understand the force of influence pretty well, Harriet; but I would"
SS1200129,Sales & Marketing,3,sufficiently acquainted with Mr. Robert Martin. His appearance was very
SS1200130,Sales & Marketing,3,"""I think, Harriet, since your acquaintance with us, you have been"
SS1200131,Sales & Marketing,3,awkwardness becomes. What is passable in youth is detestable in later
SS1200132,Sales & Marketing,3,and situation in life seem to allow it; but if any young man were to set
SS1200133,Sales & Marketing,3,"as a good-humoured, well-meaning, respectable young man, without any"
SS1200172,Sales & Marketing,4,Such a friend as Mrs. Weston was out of the question. Two such could
SS1200173,Sales & Marketing,4,"them Alderneys, and one a little Welch cow, a very pretty little Welch"
SS1200174,Sales & Marketing,4,"clever, and understood every thing. He had a very fine flock, and, while"
SS1200175,Sales & Marketing,4,"""What sort of looking man is Mr. Martin?"""
SS1200176,Sales & Marketing,4,"desirable."""
SS1200177,Sales & Marketing,4,"have you so firmly established in good society, as to be independent"
SS1200178,Sales & Marketing,4,"neat, and he looked like a sensible young man, but his person had no"
SS1200179,Sales & Marketing,4,"repeatedly in the company of some such very real gentlemen, that you"
SS1200180,Sales & Marketing,4,age. Mr. Martin is now awkward and abrupt; what will he be at Mr.
SS1200181,Sales & Marketing,4,"about copying him, he would not be sufferable. On the contrary, I think"
SS1200182,Sales & Marketing,4,deficiency of useful understanding or knowledge of the world.
SS1200221,Sales & Marketing,5,never be granted. Two such she did not want. It was quite a different
